Id,season,league_name,Club,MP,W,D,L,Pts,GF,GA,GD,avg_goals
88,2008/2009,Italy Serie A,Napoli,38,12,10,16,46,43,45,-2,1.131578947368421
401,2010/2011,England Premier League,Stoke City,38,13,7,18,46,46,48,-2,1.2105263157894737
452,2010/2011,Italy Serie A,Chievo Verona,38,11,13,14,46,38,40,-2,1.0
92,2008/2009,Italy Serie A,Sampdoria,38,11,13,14,46,49,52,-3,1.2894736842105263
368,2009/2010,Switzerland Super League,FC St. Gallen,36,13,7,16,46,53,56,-3,1.4722222222222223
433,2010/2011,Germany Bundesliga 1,FC Kaiserslautern,34,13,7,14,46,48,51,-3,1.411764705882353
1371,2015/2016,Italy Serie A,Genoa,38,13,7,18,46,45,48,-3,1.1842105263157894
270,2009/2010,Italy Serie A,Lazio,38,11,13,14,46,39,43,-4,1.0263157894736843
393,2010/2011,England Premier League,Bolton Wanderers,38,12,10,16,46,52,56,-4,1.368421052631579
773,2012/2013,England Premier League,Swansea City,38,11,13,14,46,47,51,-4,1.236842105263158
1201,2014/2015,Netherlands Eredivisie,FC Groningen,34,11,13,10,46,49,53,-4,1.4411764705882353
1213,2014/2015,Netherlands Eredivisie,Willem II,34,13,7,14,46,46,50,-4,1.3529411764705883
423,2010/2011,France Ligue 1,SM Caen,38,11,13,14,46,46,51,-5,1.2105263157894737
1394,2015/2016,Netherlands Eredivisie,N.E.C.,34,13,7,14,46,37,42,-5,1.088235294117647
8,2008/2009,Belgium Jupiler League,KV Mechelen,34,12,10,12,46,46,52,-6,1.3529411764705883
210,2009/2010,England Premier League,Fulham,38,12,10,16,46,39,46,-7,1.0263157894736843
245,2009/2010,Germany Bundesliga 1,Eintracht Frankfurt,34,12,10,12,46,47,54,-7,1.3823529411764706
289,2009/2010,Netherlands Eredivisie,NAC Breda,34,12,10,12,46,42,49,-7,1.2352941176470589
424,2010/2011,France Ligue 1,Stade Brestois 29,38,11,13,14,46,36,43,-7,0.9473684210526315
1274,2014/2015,Spain LIGA BBVA,Real Sociedad,38,11,13,14,46,44,51,-7,1.1578947368421053
462,2010/2011,Italy Serie A,Parma,38,11,13,14,46,39,47,-8,1.0263157894736843
776,2012/2013,England Premier League,West Ham United,38,12,10,16,46,45,53,-8,1.1842105263157894
1368,2015/2016,Italy Serie A,Empoli,38,12,10,16,46,40,49,-9,1.0526315789473684
1445,2015/2016,Scotland Premier League,Partick Thistle F.C.,38,12,10,16,46,41,50,-9,1.0789473684210527
720,2011/2012,Spain LIGA BBVA,RCD Espanyol,38,12,10,16,46,46,56,-10,1.2105263157894737
636,2011/2012,Italy Serie A,Chievo Verona,37,11,13,13,46,33,44,-11,0.8918918918918919
793,2012/2013,France Ligue 1,Stade Rennais FC,38,13,7,18,46,48,59,-11,1.263157894736842
1331,2015/2016,France Ligue 1,FC Lorient,38,11,13,14,46,47,58,-11,1.236842105263158
450,2010/2011,Italy Serie A,Catania,38,12,10,16,46,40,52,-12,1.0526315789473684
534,2010/2011,Spain LIGA BBVA,Málaga CF,38,13,7,18,46,54,68,-14,1.4210526315789473
418,2010/2011,France Ligue 1,OGC Nice,38,11,13,14,46,33,48,-15,0.868421052631579
538,2010/2011,Spain LIGA BBVA,Racing Santander,38,12,10,16,46,41,56,-15,1.0789473684210527
174,2008/2009,Spain LIGA BBVA,UD Almería,38,13,7,18,46,45,61,-16,1.1842105263157894
966,2013/2014,France Ligue 1,SC Bastia,38,12,10,16,46,42,58,-16,1.105263157894737
1183,2014/2015,Italy Serie A,Hellas Verona,38,11,13,14,46,49,65,-16,1.2894736842105263
904,2012/2013,Spain LIGA BBVA,Levante UD,38,12,10,16,46,40,57,-17,1.0526315789473684
523,2010/2011,Scotland Premier League,Motherwell,38,13,7,18,46,40,60,-20,1.0526315789473684
1402,2015/2016,Poland Ekstraklasa,Cracovia,30,12,9,9,45,57,42,15,1.9
71,2008/2009,Germany Bundesliga 1,SV Werder Bremen,34,12,9,13,45,64,50,14,1.8823529411764706
489,2010/2011,Poland Ekstraklasa,Lech Poznań,30,13,6,11,45,37,23,14,1.2333333333333334
873,2012/2013,Portugal Liga ZON Sagres,Estoril Praia,30,13,6,11,45,47,37,10,1.5666666666666667
1045,2013/2014,Portugal Liga ZON Sagres,CD Nacional,30,11,12,7,45,43,33,10,1.4333333333333333
193,2009/2010,Belgium Jupiler League,KV Kortrijk,28,12,9,7,45,39,30,9,1.3928571428571428
104,2008/2009,Netherlands Eredivisie,Feyenoord,34,12,9,13,45,54,46,8,1.588235294117647
1040,2013/2014,Poland Ekstraklasa,Wisła Kraków,30,12,9,9,45,38,30,8,1.2666666666666666
128,2008/2009,Poland Ekstraklasa,Śląsk Wrocław,30,11,12,7,45,40,34,6,1.3333333333333333
1416,2015/2016,Poland Ekstraklasa,Zagłębie Lubin,30,12,9,9,45,41,37,4,1.3666666666666667
676,2011/2012,Poland Ekstraklasa,P. Warszawa,30,13,6,11,45,33,32,1,1.1
42,2008/2009,France Ligue 1,FC Lorient,38,10,15,13,45,47,47,0,1.236842105263158
698,2011/2012,Portugal Liga ZON Sagres,Vitória Guimarães,30,14,3,13,45,40,40,0,1.3333333333333333
136,2008/2009,Portugal Liga ZON Sagres,Leixões SC,30,12,9,9,45,30,31,-1,1.0
264,2009/2010,Italy Serie A,Catania,38,10,15,13,45,44,45,-1,1.1578947368421053
587,2011/2012,England Premier League,Sunderland,38,11,12,15,45,45,46,-1,1.1842105263157894
893,2012/2013,Scotland Premier League,Kilmarnock,38,11,12,15,45,52,53,-1,1.368421052631579
1284,2014/2015,Switzerland Super League,FC Sion,36,12,9,15,45,47,48,-1,1.3055555555555556
809,2012/2013,Germany Bundesliga 1,Hannover 96,34,13,6,15,45,60,62,-2,1.7647058823529411
1363,2015/2016,Germany Bundesliga 1,VfL Wolfsburg,34,12,9,13,45,47,49,-2,1.3823529411764706
369,2009/2010,Switzerland Super League,FC Zürich,36,12,9,15,45,55,58,-3,1.5277777777777777
661,2011/2012,Netherlands Eredivisie,N.E.C.,34,13,6,15,45,42,45,-3,1.2352941176470589
1382,2015/2016,Italy Serie A,Torino,38,12,9,17,45,52,55,-3,1.368421052631579
39,2008/2009,France Ligue 1,AS Monaco,38,11,12,15,45,41,45,-4,1.0789473684210527
439,2010/2011,Germany Bundesliga 1,Hamburger SV,34,12,9,13,45,46,52,-6,1.3529411764705883
1364,2015/2016,Italy Serie A,Atalanta,38,11,12,15,45,41,47,-6,1.0789473684210527
449,2010/2011,Italy Serie A,Cagliari,38,12,9,17,45,44,51,-7,1.1578947368421053
1080,2013/2014,Spain LIGA BBVA,Málaga CF,38,12,9,17,45,39,46,-7,1.0263157894736843
664,2011/2012,Netherlands Eredivisie,RKC Waalwijk,34,13,6,15,45,40,49,-9,1.1764705882352942
107,2008/2009,Netherlands Eredivisie,NAC Breda,34,13,6,15,45,44,54,-10,1.2941176470588236
595,2011/2012,France Ligue 1,AS Nancy-Lorraine,38,11,12,15,45,38,48,-10,1.0
1098,2013/2014,Switzerland Super League,FC St. Gallen,36,11,12,13,45,37,47,-10,1.0277777777777777
1323,2015/2016,England Premier League,Watford,38,12,9,17,45,40,50,-10,1.0526315789473684
37,2008/2009,England Premier League,Wigan Athletic,38,12,9,17,45,34,45,-11,0.8947368421052632
533,2010/2011,Spain LIGA BBVA,Levante UD,38,12,9,17,45,41,52,-11,1.0789473684210527
1143,2014/2015,France Ligue 1,FC Nantes,38,11,12,15,45,29,40,-11,0.7631578947368421
1250,2014/2015,Scotland Premier League,Dundee FC,38,11,12,15,45,46,57,-11,1.2105263157894737
542,2010/2011,Spain LIGA BBVA,Real Zaragoza,38,12,9,17,45,40,53,-13,1.0526315789473684
1006,2013/2014,Italy Serie A,Sampdoria,38,12,9,17,45,48,62,-14,1.263157894736842
820,2012/2013,Italy Serie A,Chievo Verona,38,12,9,17,45,37,52,-15,0.9736842105263158
936,2013/2014,England Premier League,Crystal Palace,38,13,6,19,45,33,48,-15,0.868421052631579
32,2008/2009,England Premier League,Stoke City,38,12,9,17,45,38,55,-17,1.0
447,2010/2011,Italy Serie A,Bologna,38,11,12,15,45,35,52,-17,0.9210526315789473
540,2010/2011,Spain LIGA BBVA,Real Sociedad,38,14,3,21,45,49,66,-17,1.2894736842105263
586,2011/2012,England Premier League,Stoke City,38,11,12,15,45,36,53,-17,0.9473684210526315
1459,2015/2016,Spain LIGA BBVA,Real Betis Balompié,38,11,12,15,45,34,52,-18,0.8947368421052632
898,2012/2013,Spain LIGA BBVA,Athletic Club de Bilbao,38,12,9,17,45,44,65,-21,1.1578947368421053
492,2010/2011,Poland Ekstraklasa,P. Warszawa,30,12,8,10,44,41,26,15,1.3666666666666667
571,2011/2012,Belgium Jupiler League,Sporting Lokeren,30,11,11,8,44,48,40,8,1.6
301,2009/2010,Poland Ekstraklasa,Jagiellonia Białystok,30,11,11,8,44,29,27,2,0.9666666666666667
987,2013/2014,Germany Bundesliga 1,TSG 1899 Hoffenheim,34,11,11,12,44,72,70,2,2.1176470588235294
1234,2014/2015,Portugal Liga ZON Sagres,CS Marítimo,34,12,8,14,44,46,45,1,1.3529411764705883
474,2010/2011,Netherlands Eredivisie,Feyenoord,34,12,8,14,44,53,54,-1,1.5588235294117647
263,2009/2010,Italy Serie A,Cagliari,38,11,11,16,44,56,58,-2,1.4736842105263157
685,2011/2012,Portugal Liga ZON Sagres,CD Nacional,30,13,5,12,44,48,50,-2,1.6
1466,2015/2016,Spain LIGA BBVA,Valencia CF,38,11,11,16,44,46,48,-2,1.2105263157894737
102,2008/2009,Netherlands Eredivisie,FC Utrecht,34,11,11,12,44,41,44,-3,1.2058823529411764
410,2010/2011,France Ligue 1,AS Monaco,38,9,17,12,44,36,40,-4,0.9473684210526315
265,2009/2010,Italy Serie A,Chievo Verona,38,12,8,18,44,37,42,-5,0.9736842105263158
279,2009/2010,Italy Serie A,Udinese,38,11,11,16,44,54,59,-5,1.4210526315789473
632,2011/2012,Italy Serie A,Bologna,35,11,11,13,44,36,41,-5,1.0285714285714285
751,2012/2013,Belgium Jupiler League,RAEC Mons,30,13,5,12,44,48,53,-5,1.6
817,2012/2013,Italy Serie A,Bologna,38,11,11,16,44,46,52,-6,1.2105263157894737
1173,2014/2015,Germany Bundesliga 1,TSG 1899 Hoffenheim,34,12,8,14,44,49,55,-6,1.4411764705882353
12,2008/2009,Belgium Jupiler League,Royal Excel Mouscron,34,12,8,14,44,42,49,-7,1.2352941176470589
57,2008/2009,France Ligue 1,Valenciennes FC,38,10,14,14,44,35,42,-7,0.9210526315789473
217,2009/2010,England Premier League,Sunderland,38,11,11,16,44,48,56,-8,1.263157894736842
804,2012/2013,Germany Bundesliga 1,FC Nürnberg,34,11,11,12,44,39,47,-8,1.1470588235294117
1465,2015/2016,Spain LIGA BBVA,UD Las Palmas,38,12,8,18,44,45,53,-8,1.1842105263157894
441,2010/2011,Germany Bundesliga 1,SC Freiburg,34,13,5,16,44,41,50,-9,1.2058823529411764
890,2012/2013,Scotland Premier League,Heart of Midlothian,38,11,11,16,44,40,49,-9,1.0526315789473684
908,2012/2013,Spain LIGA BBVA,RCD Espanyol,38,11,11,16,44,43,52,-9,1.131578947368421
996,2013/2014,Italy Serie A,Genoa,38,11,11,16,44,41,50,-9,1.0789473684210527
1330,2015/2016,France Ligue 1,En Avant de Guingamp,38,11,11,16,44,47,56,-9,1.236842105263158
153,2008/2009,Scotland Premier League,Kilmarnock,38,12,8,18,44,38,48,-10,1.0
93,2008/2009,Italy Serie A,Siena,38,12,8,18,44,33,44,-11,0.868421052631579
531,2010/2011,Spain LIGA BBVA,Getafe CF,38,12,8,18,44,49,60,-11,1.2894736842105263
1009,2013/2014,Italy Serie A,Udinese,38,12,8,18,44,46,57,-11,1.2105263157894737
971,2013/2014,France Ligue 1,Évian Thonon Gaillard FC,38,11,11,16,44,39,51,-12,1.0263157894736843
46,2008/2009,France Ligue 1,Grenoble Foot 38,38,10,14,14,44,24,37,-13,0.631578947368421
630,2011/2012,Germany Bundesliga 1,VfL Wolfsburg,34,13,5,16,44,47,60,-13,1.3823529411764706
1136,2014/2015,England Premier League,West Bromwich Albion,38,11,11,16,44,38,51,-13,1.0
157,2008/2009,Spain LIGA BBVA,Athletic Club de Bilbao,38,12,8,18,44,47,62,-15,1.236842105263158
434,2010/2011,Germany Bundesliga 1,FC Köln,34,13,5,16,44,47,62,-15,1.3823529411764706
537,2010/2011,Spain LIGA BBVA,RCD Mallorca,38,12,8,18,44,41,56,-15,1.0789473684210527
665,2011/2012,Netherlands Eredivisie,Roda JC Kerkrade,34,14,2,18,44,55,70,-15,1.6176470588235294
179,2008/2009,Switzerland Super League,FC Aarau,36,11,11,14,44,35,51,-16,0.9722222222222222
233,2009/2010,France Ligue 1,OGC Nice,38,11,11,16,44,41,57,-16,1.0789473684210527
350,2009/2010,Spain LIGA BBVA,RCD Espanyol,38,11,11,16,44,29,46,-17,0.7631578947368421
767,2012/2013,England Premier League,Norwich City,38,10,14,14,44,41,58,-17,1.0789473684210527
1257,2014/2015,Scotland Premier League,Ross County FC,38,12,8,18,44,46,63,-17,1.2105263157894737
1155,2014/2015,France Ligue 1,Stade de Reims,38,12,8,18,44,47,66,-19,1.236842105263158
525,2010/2011,Scotland Premier League,St. Johnstone FC,38,11,11,16,44,23,43,-20,0.6052631578947368
1227,2014/2015,Poland Ekstraklasa,Wisła Kraków,30,11,10,9,43,47,39,8,1.5666666666666667
495,2010/2011,Poland Ekstraklasa,Widzew Łódź,30,11,10,9,43,41,34,7,1.3666666666666667
864,2012/2013,Poland Ekstraklasa,Polonia Bytom,30,12,7,11,43,35,31,4,1.1666666666666667
681,2011/2012,Poland Ekstraklasa,Wisła Kraków,30,12,7,11,43,29,26,3,0.9666666666666667
476,2010/2011,Netherlands Eredivisie,N.E.C.,34,10,13,11,43,57,56,1,1.6764705882352942
490,2010/2011,Poland Ekstraklasa,Lechia Gdańsk,30,12,7,11,43,37,36,1,1.2333333333333334
1300,2015/2016,Belgium Jupiler League,SV Zulte-Waregem,30,12,7,11,43,51,50,1,1.7
443,2010/2011,Germany Bundesliga 1,TSG 1899 Hoffenheim,34,11,10,13,43,50,50,0,1.4705882352941178
1225,2014/2015,Poland Ekstraklasa,Polonia Bytom,30,11,10,9,43,43,43,0,1.4333333333333333
513,2010/2011,Portugal Liga ZON Sagres,Vitória Guimarães,30,12,7,11,43,36,37,-1,1.2
1384,2015/2016,Netherlands Eredivisie,ADO Den Haag,34,10,13,11,43,48,49,-1,1.411764705882353
1406,2015/2016,Poland Ekstraklasa,Lech Poznań,30,13,4,13,43,37,38,-1,1.2333333333333334
918,2012/2013,Switzerland Super League,BSC Young Boys,36,11,10,15,43,48,50,-2,1.3333333333333333
658,2011/2012,Netherlands Eredivisie,FC Utrecht,34,11,10,13,43,55,58,-3,1.6176470588235294
737,2011/2012,Switzerland Super League,FC Thun,34,11,10,13,43,38,41,-3,1.1176470588235294
1242,2014/2015,Portugal Liga ZON Sagres,Rio Ave FC,34,10,13,11,43,38,42,-4,1.1176470588235294
1353,2015/2016,Germany Bundesliga 1,FC Köln,34,10,13,11,43,38,42,-4,1.1176470588235294
14,2008/2009,Belgium Jupiler League,Sporting Charleroi,34,12,7,15,43,43,48,-5,1.2647058823529411
815,2012/2013,Germany Bundesliga 1,VfL Wolfsburg,34,10,13,11,43,47,52,-5,1.3823529411764706
159,2008/2009,Spain LIGA BBVA,CA Osasuna,38,10,13,15,43,41,47,-6,1.0789473684210527
1141,2014/2015,France Ligue 1,FC Lorient,38,12,7,19,43,44,50,-6,1.1578947368421053
1161,2014/2015,Germany Bundesliga 1,Eintracht Frankfurt,34,11,10,13,43,56,62,-6,1.6470588235294117
1289,2014/2015,Switzerland Super League,Grasshopper Club Zürich,36,11,10,15,43,50,56,-6,1.3888888888888888
112,2008/2009,Netherlands Eredivisie,Vitesse,34,11,10,13,43,41,48,-7,1.2058823529411764
177,2008/2009,Switzerland Super League,AC Bellinzona,36,11,10,15,43,44,51,-7,1.2222222222222223
1097,2013/2014,Switzerland Super League,FC Sion,36,12,7,17,43,38,45,-7,1.0555555555555556
832,2012/2013,Italy Serie A,Sampdoria,38,11,10,17,43,43,51,-8,1.131578947368421
344,2009/2010,Spain LIGA BBVA,CA Osasuna,38,11,10,17,43,37,46,-9,0.9736842105263158
794,2012/2013,France Ligue 1,Stade de Reims,38,10,13,15,43,33,42,-9,0.868421052631579
914,2012/2013,Spain LIGA BBVA,Real Valladolid,38,11,10,17,43,49,58,-9,1.2894736842105263
1241,2014/2015,Portugal Liga ZON Sagres,Moreirense FC,34,11,10,13,43,33,42,-9,0.9705882352941176
79,2008/2009,Italy Serie A,Catania,38,12,7,19,43,41,51,-10,1.0789473684210527
611,2011/2012,France Ligue 1,Valenciennes FC,38,12,7,19,43,40,50,-10,1.0526315789473684
646,2011/2012,Italy Serie A,Palermo,38,11,10,17,43,52,62,-10,1.368421052631579
762,2012/2013,England Premier League,Fulham,38,11,10,17,43,50,60,-10,1.3157894736842106
172,2008/2009,Spain LIGA BBVA,Real Valladolid,38,12,7,19,43,46,58,-12,1.2105263157894737
451,2010/2011,Italy Serie A,Cesena,38,11,10,17,43,38,50,-12,1.0
711,2011/2012,Scotland Premier League,St. Mirren,38,9,16,13,43,39,51,-12,1.0263157894736843
1463,2015/2016,Spain LIGA BBVA,SD Eibar,38,11,10,17,43,49,61,-12,1.2894736842105263
391,2010/2011,England Premier League,Blackburn Rovers,38,11,10,17,43,46,59,-13,1.2105263157894737
1179,2014/2015,Italy Serie A,Chievo Verona,38,10,13,15,43,28,41,-13,0.7368421052631579
1324,2015/2016,England Premier League,West Bromwich Albion,38,10,13,15,43,34,48,-14,0.8947368421052632
1172,2014/2015,Germany Bundesliga 1,SV Werder Bremen,34,11,10,13,43,50,65,-15,1.4705882352941178
1390,2015/2016,Netherlands Eredivisie,FC Twente,34,12,7,15,43,49,64,-15,1.4411764705882353
535,2010/2011,Spain LIGA BBVA,RC Deportivo de La Coruña,38,10,13,15,43,31,47,-16,0.8157894736842105
839,2012/2013,Netherlands Eredivisie,FC Groningen,34,12,7,15,43,36,53,-17,1.0588235294117647
814,2012/2013,Germany Bundesliga 1,VfB Stuttgart,34,12,7,15,43,37,55,-18,1.088235294117647
1010,2013/2014,Netherlands Eredivisie,ADO Den Haag,34,12,7,15,43,45,64,-19,1.3235294117647058
591,2011/2012,England Premier League,Wigan Athletic,38,11,10,17,43,42,62,-20,1.105263157894737
723,2011/2012,Spain LIGA BBVA,Rayo Vallecano,38,13,4,21,43,53,73,-20,1.394736842105263
1440,2015/2016,Scotland Premier League,Hamilton Academical FC,38,11,10,17,43,42,63,-21,1.105263157894737
728,2011/2012,Spain LIGA BBVA,Real Zaragoza,38,12,7,19,43,36,61,-25,0.9473684210526315
171,2008/2009,Spain LIGA BBVA,Real Sporting de Gijón,38,14,1,23,43,47,79,-32,1.236842105263158
1083,2013/2014,Spain LIGA BBVA,Rayo Vallecano,38,13,4,21,43,46,80,-34,1.2105263157894737
1457,2015/2016,Spain LIGA BBVA,RCD Espanyol,38,12,7,19,43,40,74,-34,1.0526315789473684
860,2012/2013,Poland Ekstraklasa,P. Warszawa,30,11,9,10,42,45,34,11,1.5
678,2011/2012,Poland Ekstraklasa,Polonia Bytom,30,11,9,10,42,36,30,6,1.2
1042,2013/2014,Poland Ekstraklasa,Zawisza Bydgoszcz,30,11,9,10,42,43,37,6,1.4333333333333333
1115,2014/2015,Belgium Jupiler League,Sporting Lokeren,30,10,12,8,42,38,32,6,1.2666666666666666
0,2008/2009,Belgium Jupiler League,Beerschot AC,34,11,9,14,42,44,42,2,1.2941176470588236
256,2009/2010,Germany Bundesliga 1,TSG 1899 Hoffenheim,34,11,9,14,42,44,42,2,1.2941176470588236
106,2008/2009,Netherlands Eredivisie,N.E.C.,34,9,15,10,42,41,40,1,1.2058823529411764
444,2010/2011,Germany Bundesliga 1,VfB Stuttgart,34,12,6,16,42,60,59,1,1.7647058823529411
198,2009/2010,Belgium Jupiler League,Sint-Truidense VV,28,12,6,10,42,35,35,0,1.25
883,2012/2013,Portugal Liga ZON Sagres,Sporting CP,30,11,9,10,42,36,36,0,1.2
948,2013/2014,England Premier League,Swansea City,38,11,9,18,42,54,54,0,1.4210526315789473
806,2012/2013,Germany Bundesliga 1,FSV Mainz 05,34,10,12,12,42,42,44,-2,1.2352941176470589
500,2010/2011,Portugal Liga ZON Sagres,CD Nacional,30,11,9,10,42,28,31,-3,0.9333333333333333
1037,2013/2014,Poland Ekstraklasa,Polonia Bytom,30,11,9,10,42,42,46,-4,1.4
162,2008/2009,Spain LIGA BBVA,Getafe CF,38,10,12,16,42,50,56,-6,1.3157894736842106
634,2011/2012,Italy Serie A,Catania,34,10,12,12,42,42,48,-6,1.2352941176470589
637,2011/2012,Italy Serie A,Fiorentina,34,10,12,12,42,32,38,-6,0.9411764705882353
1180,2014/2015,Italy Serie A,Empoli,38,8,18,12,42,46,52,-6,1.2105263157894737
169,2008/2009,Spain LIGA BBVA,Real Betis Balompié,38,10,12,16,42,51,58,-7,1.3421052631578947
603,2011/2012,France Ligue 1,OGC Nice,38,10,12,16,42,39,46,-7,1.0263157894736843
878,2012/2013,Portugal Liga ZON Sagres,Rio Ave FC,30,12,6,12,42,35,42,-7,1.1666666666666667
44,2008/2009,France Ligue 1,FC Sochaux-Montbéliard,38,10,12,16,42,40,48,-8,1.0526315789473684
955,2013/2014,France Ligue 1,En Avant de Guingamp,38,11,9,18,42,34,42,-8,0.8947368421052632
961,2013/2014,France Ligue 1,Montpellier Hérault SC,38,8,18,12,42,45,53,-8,1.1842105263157894
40,2008/2009,France Ligue 1,AS Nancy-Lorraine,38,10,12,16,42,38,47,-9,1.0
627,2011/2012,Germany Bundesliga 1,SV Werder Bremen,34,11,9,14,42,49,58,-9,1.4411764705882353
1082,2013/2014,Spain LIGA BBVA,RCD Espanyol,38,11,9,18,42,41,51,-10,1.0789473684210527
620,2011/2012,Germany Bundesliga 1,FC Nürnberg,34,12,6,16,42,38,49,-11,1.1176470588235294
771,2012/2013,England Premier League,Stoke City,38,9,15,14,42,34,45,-11,0.8947368421052632
921,2012/2013,Switzerland Super League,FC Luzern,36,10,12,14,42,41,52,-11,1.1388888888888888
358,2009/2010,Spain LIGA BBVA,UD Almería,38,10,12,16,42,43,55,-12,1.131578947368421
778,2012/2013,France Ligue 1,AC Ajaccio,38,9,15,14,42,39,51,-12,1.0263157894736843
1310,2015/2016,England Premier League,Crystal Palace,38,11,9,18,42,39,51,-12,1.0263157894736843
1365,2015/2016,Italy Serie A,Bologna,38,11,9,18,42,33,45,-12,0.868421052631579
262,2009/2010,Italy Serie A,Bologna,38,10,12,16,42,42,55,-13,1.105263157894737
850,2012/2013,Netherlands Eredivisie,SC Heerenveen,34,11,9,14,42,50,63,-13,1.4705882352941178
983,2013/2014,Germany Bundesliga 1,Hannover 96,34,12,6,16,42,46,59,-13,1.3529411764705883
962,2013/2014,France Ligue 1,OGC Nice,38,12,6,20,42,30,44,-14,0.7894736842105263
1399,2015/2016,Netherlands Eredivisie,SC Heerenveen,34,11,9,14,42,46,61,-15,1.3529411764705883
1093,2013/2014,Switzerland Super League,FC Aarau,36,12,6,18,42,55,71,-16,1.5277777777777777
1456,2015/2016,Spain LIGA BBVA,RC Deportivo de La Coruña,38,8,18,12,42,45,61,-16,1.1842105263157894
816,2012/2013,Italy Serie A,Atalanta,38,11,9,18,42,39,56,-17,1.0263157894736843
903,2012/2013,Spain LIGA BBVA,Granada CF,38,11,9,18,42,37,54,-17,0.9736842105263158
1077,2013/2014,Spain LIGA BBVA,Getafe CF,38,11,9,18,42,35,54,-19,0.9210526315789473
599,2011/2012,France Ligue 1,FC Sochaux-Montbéliard,38,11,9,18,42,40,60,-20,1.0526315789473684
406,2010/2011,England Premier League,Wigan Athletic,38,9,15,14,42,40,61,-21,1.0526315789473684
717,2011/2012,Spain LIGA BBVA,Granada CF,38,12,6,20,42,35,56,-21,0.9210526315789473
1156,2014/2015,France Ligue 1,Toulouse FC,38,12,6,20,42,43,64,-21,1.131578947368421
1308,2015/2016,England Premier League,Bournemouth,38,11,9,18,42,45,67,-22,1.1842105263157894
197,2009/2010,Belgium Jupiler League,SV Zulte-Waregem,28,10,11,7,41,39,32,7,1.3928571428571428
480,2010/2011,Netherlands Eredivisie,SC Heerenveen,34,10,11,13,41,60,54,6,1.7647058823529411
748,2012/2013,Belgium Jupiler League,KV Mechelen,30,12,5,13,41,44,42,2,1.4666666666666666
1224,2014/2015,Poland Ekstraklasa,Pogoń Szczecin,30,11,8,11,41,40,38,2,1.3333333333333333
380,2010/2011,Belgium Jupiler League,KVC Westerlo,30,11,8,11,41,41,40,1,1.3666666666666667
317,2009/2010,Portugal Liga ZON Sagres,CS Marítimo,30,11,8,11,41,42,43,-1,1.4
738,2011/2012,Switzerland Super League,FC Zürich,34,11,8,15,41,43,44,-1,1.2647058823529411
1220,2014/2015,Poland Ekstraklasa,Lechia Gdańsk,30,11,8,11,41,36,37,-1,1.2
371,2009/2010,Switzerland Super League,Neuchâtel Xamax,36,11,8,17,41,55,57,-2,1.5277777777777777
1107,2014/2015,Belgium Jupiler League,KV Mechelen,30,10,11,9,41,37,39,-2,1.2333333333333334
1203,2014/2015,Netherlands Eredivisie,FC Utrecht,34,11,8,15,41,60,62,-2,1.7647058823529411
328,2009/2010,Portugal Liga ZON Sagres,Vitória Guimarães,30,11,8,11,41,31,34,-3,1.0333333333333334
1047,2013/2014,Portugal Liga ZON Sagres,CS Marítimo,30,11,8,11,41,40,44,-4,1.3333333333333333
628,2011/2012,Germany Bundesliga 1,TSG 1899 Hoffenheim,34,10,11,13,41,41,47,-6,1.2058823529411764
1356,2015/2016,Germany Bundesliga 1,Hamburger SV,34,11,8,15,41,40,46,-6,1.1764705882352942
502,2010/2011,Portugal Liga ZON Sagres,FC Paços de Ferreira,30,10,11,9,41,35,42,-7,1.1666666666666667
608,2011/2012,France Ligue 1,Stade Brestois 29,38,8,17,13,41,31,38,-7,0.8157894736842105
700,2011/2012,Scotland Premier League,Aberdeen,38,9,14,15,41,36,44,-8,0.9473684210526315
984,2013/2014,Germany Bundesliga 1,Hertha BSC Berlin,34,11,8,15,41,40,48,-8,1.1764705882352942
555,2010/2011,Switzerland Super League,Grasshopper Club Zürich,36,10,11,15,41,45,54,-9,1.25
1125,2014/2015,England Premier League,Leicester City,38,11,8,19,41,46,55,-9,1.2105263157894737
1473,2015/2016,Switzerland Super League,FC Thun,36,10,11,15,41,45,54,-9,1.25
1210,2014/2015,Netherlands Eredivisie,SC Cambuur,34,11,8,15,41,46,56,-10,1.3529411764705883
1304,2015/2016,Belgium Jupiler League,Standard de Liège,30,12,5,13,41,41,51,-10,1.3666666666666667
770,2012/2013,England Premier League,Southampton,38,9,14,15,41,49,60,-11,1.2894736842105263
21,2008/2009,England Premier League,Bolton Wanderers,38,11,8,19,41,41,53,-12,1.0789473684210527
897,2012/2013,Scotland Premier League,St. Mirren,38,9,14,15,41,47,60,-13,1.236842105263158
1195,2014/2015,Italy Serie A,Udinese,38,10,11,17,41,43,56,-13,1.131578947368421
442,2010/2011,Germany Bundesliga 1,SV Werder Bremen,34,10,11,13,41,47,61,-14,1.3823529411764706
731,2011/2012,Spain LIGA BBVA,Villarreal CF,38,9,14,15,41,39,53,-14,1.0263157894736843
1254,2014/2015,Scotland Premier League,Kilmarnock,38,11,8,19,41,44,59,-15,1.1578947368421053
330,2009/2010,Scotland Premier League,Aberdeen,38,10,11,17,41,36,52,-16,0.9473684210526315
477,2010/2011,Netherlands Eredivisie,NAC Breda,34,12,5,17,41,44,60,-16,1.2941176470588236
783,2012/2013,France Ligue 1,FC Sochaux-Montbéliard,38,10,11,17,41,41,57,-16,1.0789473684210527
